Incident Name,Page DateTime,Start DateTime,Incident Status,Location,Type,Cause,Counties,Acres Burned,Containment,Structures Threatened,Structures Destroyed,Structures Damaged,Civilian Injuries,Firefighter Injuries,Civilian Fatalities,Total Personnel,Engines,Water Tenders,Hand Crews,Other Resources,Administration Unit,Unified Command Agency(s)
Palisades Fire,Update on 01/20/2025 at 10:45 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 10:44 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 10:40 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 10:37 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,56%,12280.0,5829.0,744.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 9:34 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/20/2025 at 6:32 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,59%,12280.0,6051.0,788.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
,,,,,,,,,,,,,,,,,,,,,,
Palisades Fire,Update on 01/19/2025 at 6:38 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,56%,12280.0,5829.0,744.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/19/2025 at 6:21 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,56%,12280.0,5829.0,744.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/19/2025 at 6:17 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,56%,12280.0,5829.0,744.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/19/2025 at 6:16 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,56%,12280.0,5829.0,744.0,3.0,1.0,10.0,5175.0,496.0,30.0,93.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/19/2025 at 3:30 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,52%,12280.0,4996.0,707.0,3.0,1.0,10.0,5677.0,551.0,42.0,101.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/19/2025 at 3:26 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,52%,12280.0,4996.0,707.0,3.0,1.0,10.0,5677.0,551.0,42.0,101.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/19/2025 at 1:35 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,52%,12280.0,4996.0,707.0,3.0,1.0,10.0,5677.0,551.0,42.0,101.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/19/2025 at 1:32 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,52%,12280.0,4996.0,707.0,3.0,1.0,10.0,5677.0,551.0,42.0,101.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/19/2025 at 12:15 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,52%,12280.0,4996.0,707.0,3.0,1.0,10.0,5677.0,551.0,42.0,101.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/19/2025 at 12:14 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,52%,12280.0,4996.0,707.0,3.0,1.0,10.0,5677.0,551.0,42.0,101.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/19/2025 at 12:12 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,52%,12280.0,4996.0,707.0,3.0,1.0,10.0,5677.0,551.0,42.0,101.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/19/2025 at 7:45 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,52%,12280.0,4996.0,707.0,3.0,1.0,10.0,5677.0,551.0,42.0,101.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
,,,,,,,,,,,,,,,,,,,,,,
Palisades Fire,Update on 01/19/2025 at 6:22 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,52%,12280.0,4324.0,665.0,3.0,1.0,10.0,5677.0,551.0,48.0,101.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 6:32 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,49%,12280.0,4324.0,665.0,3.0,1.0,10.0,5677.0,551.0,48.0,101.0,17.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 3:42 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,43%,12280.0,3857.0,628.0,3.0,1.0,10.0,5478.0,554.0,58.0,113.0,15.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 2:47 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,43%,12280.0,3857.0,628.0,3.0,1.0,10.0,5478.0,554.0,58.0,113.0,15.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 1:28 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,43%,12280.0,3857.0,628.0,3.0,1.0,10.0,5478.0,554.0,58.0,113.0,15.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 11:39 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,43%,12280.0,3857.0,628.0,3.0,1.0,10.0,5478.0,554.0,58.0,113.0,15.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 11:25 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,43%,12280.0,3857.0,628.0,3.0,1.0,10.0,5478.0,554.0,58.0,113.0,15.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 11:23 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,43%,12280.0,3857.0,628.0,3.0,1.0,10.0,5478.0,554.0,58.0,113.0,15.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 11:19 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,43%,12280.0,3857.0,628.0,3.0,1.0,10.0,5478.0,554.0,58.0,113.0,15.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 11:12 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,43%,12280.0,3857.0,628.0,3.0,1.0,10.0,5478.0,554.0,58.0,113.0,15.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 10:08 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,43%,12280.0,3857.0,628.0,3.0,1.0,10.0,5478.0,554.0,58.0,113.0,15.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 10:00 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,43%,12280.0,3857.0,628.0,3.0,1.0,10.0,5478.0,554.0,58.0,113.0,15.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 9:51 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,43%,12280.0,3857.0,628.0,3.0,1.0,10.0,5478.0,554.0,58.0,113.0,15.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 8:49 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,43%,12280.0,3857.0,628.0,3.0,1.0,10.0,5478.0,554.0,58.0,113.0,15.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 6:37 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,43%,12280.0,3856.0,624.0,3.0,1.0,10.0,5478.0,554.0,58.0,113.0,15.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/18/2025 at 6:34 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,43%,12280.0,3856.0,624.0,3.0,1.0,10.0,5478.0,554.0,58.0,113.0,15.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 6:57 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,39%,12280.0,3797.0,617.0,3.0,,10.0,4792.0,559.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 6:55 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,39%,12280.0,3797.0,617.0,3.0,,10.0,4792.0,559.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 5:32 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,606.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 2:50 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 1:01 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 1:00 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 12:47 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 12:31 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 12:29 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 12:26 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 12:04 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 11:53 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 11:50 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 11:49 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 11:31 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 11:28 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 11:26 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 11:23 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 8:21 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 8:10 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 8:08 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 6:43 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,31%,12250.0,3501.0,603.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/17/2025 at 6:36 AM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,27%,12250.0,3328.0,591.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/16/2025 at 6:23 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,27%,12250.0,3328.0,591.0,3.0,,8.0,4471.0,476.0,58.0,113.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/16/2025 at 5:52 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,22%,12250.0,2869.0,508.0,3.0,,8.0,5276.0,514.0,59.0,111.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/16/2025 at 5:23 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,22%,12250.0,2869.0,508.0,3.0,,8.0,5276.0,514.0,59.0,111.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/16/2025 at 5:21 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,22%,12250.0,2869.0,508.0,3.0,,8.0,5276.0,514.0,59.0,111.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/16/2025 at 2:29 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,22%,12250.0,2869.0,508.0,3.0,,8.0,5276.0,514.0,59.0,111.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/16/2025 at 2:19 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,22%,12250.0,2869.0,508.0,3.0,,8.0,5276.0,514.0,59.0,111.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/16/2025 at 2:13 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,22%,12250.0,2869.0,508.0,3.0,,8.0,5276.0,514.0,59.0,111.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/16/2025 at 2:09 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,22%,12250.0,2869.0,508.0,3.0,,8.0,5276.0,514.0,59.0,111.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
Palisades Fire,Update on 01/16/2025 at 2:08 PM,2025-01-07,Active,"Southeast of Palisades Drive, Pacific Palisades",Wildfire,Under Investigation,Los Angeles,23713.0,22%,12250.0,2869.0,508.0,3.0,,8.0,5276.0,514.0,59.0,111.0,8.0,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, Los Angeles County Fire Department, Los Angeles City Fire Department and Los Angeles Police Department",Size
